ranking,club name,country,point score,1 year change,symbol change
1369,Gokulam Kerala Fc,India,1306,425,+
522,GOL Gohar Sirjan FC,Iran,1430,497,+
965,Gold Coast United,Australia,1352,17,-
1131,Gombe United,Nigeria,1331,169,+
751,Gomel,Belarus,1383,487,+
1569,Gorica,Slovenia,1290,23,-
2053,Gornik Leczna,Poland,1253,407,-
877,Gornik Zabrze,Poland,1363,7,+
2478,GO?K Gabela,Bosnia and Herzegovina,1223,29,-
930,Gostaresh Foolad,Iran,1356,11,-
1704,G?ztepe A?,Turkey,1279,995,-
2658,Gradina Srebrenik,Bosnia and Herzegovina,1196,14,-
2178,Gran Valencia FC,Venezuela,1246,51,-
189,Granada,Spain,1551,51,-
1708,Granit,Belarus,1279,4,-
1832,Granit Mikashevichi,Belarus,1268,12,-
1112,Grasshopper Club Z��rich,Switzerland,1335,309,+
1737,Grbalj Radanovici,Montenegro,1276,2,-
1635,Green Buffaloes,Zambia,1286,107,-
1677,Green Eagles,Zambia,1282,419,+
124,Gr��mio,Brazil,1599,60,-
696,Gr��mio Prudente,Brazil,1393,14,-
662,Grenoble,France,1399,5,-
2751,Gresik United FC,Indonesia,1159,0,-
676,Greuther F��rth,Germany,1396,87,-
1281,Gr?dig,Austria,1316,5,-
1893,Grombalia Sports,Tunisia,1264,3,-
1254,Guabir��,Bolivia,1319,320,+
246,Guadalajara,Mexico,1522,21,+
1347,Guadalupe FC,Costa Rica,1308,129,-
524,Guaire?a FC,Paraguay,1430,9,-
915,Gualaceo SC,Ecuador,1358,46,+
1471,Guangzhou City F.C.,China PR,1298,37,+
646,Guangzhou F.C.,China PR,1401,479,-
210,Guaran��,Paraguay,1538,33,+
554,Guarani FC,Brazil,1422,7,-
608,Guastatoya,Guatemala,1408,88,-
2646,Guaynabo Fluminense,Puerto Rico,1199,12,-
588,Guingamp,France,1415,8,-
1718,Guizhou Hengfeng,China PR,1278,4,-
598,Gunners,Zimbabwe,1411,2,-
1188,Gwangju FC,South Korea,1326,162,+
758,Gyeongnam FC,South Korea,1382,17,-
1753,Gyirm��t SE,Hungary,1274,136,+
424,Gy?ri ETO,Hungary,1455,10,-
2202,H&H Export S��baco FC,Nicaragua,1245,96,-
2177,Ha Noi TT,Vietnam,1246,42,-
1221,Hajduk Kula,Serbia,1323,9,-
204,Hajduk Split,Croatia,1541,114,+
2695,Hajer FC Al-Hasa,Saudi Arabia,1188,8,-
1445,Haka,Finland,1300,404,+
1681,Halcones FC,Guatemala,1281,7,-
1632,Halmstads BK,Sweden,1286,260,+
1648,Hamam Sousse,Tunisia,1284,306,+
1395,Hamarkameratene,Norway,1303,46,+
207,Hamburger SV,Germany,1539,2,-
2335,Hamilton Academical,Scotland,1235,39,-
2499,Hamilton Wanderers Afc,New Zealand,1221,29,-
293,Hammarby IF,Sweden,1499,80,+
527,Hannover 96,Germany,1429,4,-
2535,Hapoel Ashkelon,Israel,1217,25,-
292,Hapoel Be'er Sheva,Israel,1499,93,+
1080,Hapoel Hadera,Israel,1339,186,-
1285,Hapoel Haifa,Israel,1316,292,-
2372,Hapoel Ironi Akko,Israel,1232,36,-
1468,Hapoel Jerusalem,Israel,1298,27,-
2081,Hapoel Kfar Saba,Israel,1252,0,-
1913,Hapoel Nof HaGalil,Israel,1263,471,-
1821,Hapoel Petah Tikva FC,Israel,1269,11,-
2369,Hapoel Ra'anana,Israel,1232,37,-
2357,Hapoel Ramat Gan,Israel,1233,40,-
1664,Hapoel Rishon LeZion,Israel,1283,11,-
775,Hapoel Tel Aviv,Israel,1379,213,+
1397,Harare City,Zimbabwe,1303,54,-
1576,Haras El-Hodood SC,Egypt,1289,23,-
1928,Harbin Yiteng,China PR,1262,7,-
2164,Harbour View,Jamaica,1247,130,+
2305,Hardbody,Zimbabwe,1237,45,-
1981,Hasaacas,Ghana,1258,2,-
2252,Haskovo 2009,Bulgaria,1242,39,-
831,Hassania Agadir,Morocco,1370,89,-
557,Hatayspor Kul��b��,Turkey,1421,49,-
2689,Hatta,United Arab Emirates,1189,7,-
1317,Havadar S.C.,Iran,1312,124,+
2241,Haverfordwest County,Wales,1242,302,+
1683,Hawke's Bay United,New Zealand,1281,7,-
2156,Hay Al Arab,Sudan,1248,42,-
1837,Hay Al Wadi SC,Sudan,1268,8,-
1083,HB Chelghoum La?d,Algeria,1339,358,+
2687,HB K?ge,Denmark,1189,7,-
1192,Heart of Lions,Ghana,1326,10,-
616,Heart of Midlothian,Scotland,1407,603,+
1273,Heartland FC,Nigeria,1317,356,-
843,Hearts of Oak,Ghana,1368,19,-
1446,Hebei F.C.,China PR,1299,452,-
1452,Hegelmann Litauen Kaunas,Lithuania,1299,612,+
830,Hekari United,Papua New Guinea,1370,17,-
88,Hellas Verona,Italy,1636,129,+
1676,Helsingborgs IF,Sweden,1282,308,-
1318,Henan Songshan Longmen F.C.,China PR,1312,428,+
1847,Henderson Eels,Solomon Islands,1267,8,-
712,Heracles,Netherlands,1390,286,-
518,H��rcules,Spain,1431,5,-
1950,Herentals FC,Zimbabwe,1260,157,+
1690,Herrera FC,Panama,1280,192,+
271,Hertha BSC,Germany,1510,119,-
797,Hibernian,Scotland,1375,341,-
1689,Hiengh��ne Sport,New Caledonia,1281,6,-
1326,HIFK,Finland,1311,235,-
564,Highlanders,Zimbabwe,1420,33,-
1174,Highlands Park,South Africa,1328,4,-
2109,Highway,Zimbabwe,1250,51,-
1126,Hilal Al-Obayed,Sudan,1333,6,-
2307,Hilal El-Fasher,Sudan,1237,45,-
2671,Hindustan Aero,India,1193,8,-
2352,Hir��,Ivory Coast,1233,40,-
1566,Hispano,Honduras,1290,23,-
197,HJK Helsinki,Finland,1547,47,-
670,HNK Gorica,Croatia,1397,135,-
1925,Hoang Anh Gia Lai,Vietnam,1262,182,+
1983,Hobro,Denmark,1258,3,-
130,Hoffenheim,Germany,1594,59,-
1641,H?nefoss,Norway,1285,16,-
536,Honka,Finland,1427,19,-
922,Honv��d,Hungary,1357,37,-
1209,Horoya AC,Guinea,1324,77,-
1593,Houston Dynamo,United States,1288,284,-
2448,Hoverla Uzhhorod,Ukraine,1225,26,-
1835,How Mine,Zimbabwe,1268,10,-
754,Hradec Kr��lov��,Czech Republic,1383,663,+
2417,Hrvatski Dragovoljac,Croatia,1228,518,-
2016,H?K Posu?je,Bosnia and Herzegovina,1255,91,+
675,Huachipato,Chile,1396,63,+
916,Huddersfield Town,England,1358,7,-
373,Hull City,England,1470,9,-
1743,Humble Lions,Jamaica,1275,145,-
213,Hurac��n,Argentina,1536,253,+
864,Hwange,Zimbabwe,1365,12,-
2084,Ibanda Sport,Congo DR,1251,2,-
1321,Ifeanyi Ubah United,Nigeria,1312,11,-
602,IFK G?teborg,Sweden,1410,40,+
1559,IFK Mariehamn,Finland,1290,203,-
370,IFK Norrk?ping,Sweden,1470,88,-
1298,IFK V?rnamo,Sweden,1314,143,+
1732,Ikorodu United,Nigeria,1276,1,-
2705,Ilukstes NSS,Latvia,1183,9,-
641,Ilves,Finland,1402,123,-
976,Imbabura,Ecuador,1350,0,-
760,Incheon United,South Korea,1382,363,+
2679,Indeni FC,Zambia,1191,60,-
111,Independiente,Ecuador,1610,36,+
177,Independiente,Argentina,1558,20,-
1163,Independiente de La Chorrera,Panama,1328,80,-
694,Independiente FBC (Campo Grande),Paraguay,1393,14,-
2121,Independiente FC,El Salvador,1250,46,-
326,Independiente Medell��n,Colombia,1487,54,+
1182,Independiente Petrolero,Bolivia,1327,137,+
1590,Indios,Mexico,1289,20,-
222,Ingolstadt,Germany,1532,0,-
2727,Institute FC,Northern Ireland,1174,6,-
1997,Inter Allies FC,Ghana,1257,246,-
1479,Inter Miami CF,United States,1298,98,-
5,Inter Milan,Italy,1917,2,-
2251,Interblock,Slovenia,1242,39,-
693,Interclube de Angola,Angola,1393,7,+
76,Internacional,Brazil,1653,15,-
1633,Interna?ional Curtea de Arge?,Romania,1286,17,-
1160,Inverness CT,Scotland,1329,5,-
677,Ionikos,Greece,1395,284,+
849,Iraklis,Greece,1367,13,-
768,Ironi Kiryat Schmona,Israel,1380,297,+
1712,Ironi Ramat HaSharon,Israel,1278,4,-
850,Irtysh Pavlodar,Kazakhstan,1367,12,-
1490,Isidro Metap��n,El Salvador,1297,216,-
470,Iskra-Stal,Moldova,1441,0,-
957,Isloch,Belarus,1353,79,-
1044,Ismaily SC,Egypt,1342,169,-
1630,Issia Wazi,Ivory Coast,1286,18,-
218,?stanbul Ba?ak?ehir,Turkey,1533,132,+
2604,Ittihad Al-Ramtha,Jordan,1208,16,-
1196,Ittihad El-Shorta,Egypt,1326,6,-
1121,Ittihad Tanger,Morocco,1333,199,-
2023,Ittihad Zemouri de Khemisset,Morocco,1255,1,-
975,Iztapa,Guatemala,1350,17,-
1996,J.S. Groupe Bazano,Denmark,1257,323,+
471,Jablonec,Czech Republic,1441,303,-
964,Jagiellonia Bia?ystok,Poland,1352,176,-
1587,Jagodina,Serbia,1289,19,-
919,Jaguares Chiapas,Mexico,1358,7,-
1442,Jalapa,Guatemala,1300,4,-
2468,Jangorzo,Niger,1224,25,-
1618,Javor,Serbia,1287,20,-
2539,Jazeerat Al Feel,Sudan,1217,24,-
1764,JC Abidjan,Ivory Coast,1273,0,-
2167,JCT FC,India,1247,42,-
847,Jeanne d'Arc de Bamako,Mali,1367,15,-
2676,Jedinstvo BP,Montenegro,1192,9,-
1978,JEF United,Japan,1258,1,-
459,Jeju United,South Korea,1445,311,+
126,Jeonbuk FC,South Korea,1599,22,-
1466,Jeonnam Dragons,South Korea,1298,116,+
2399,Jeunesse Sportive de Kinshasa,Congo DR,1230,213,-
1236,Jeunesse Sportive Soualem,Morocco,1322,205,+
339,Jiangsu Suning FC,China PR,1481,3,-
1535,Jigawa Golden Stars,Nigeria,1292,153,-
2430,JL Chiangmai United FC,Thailand,1227,324,-
2155,Jocoro FC,El Salvador,1248,155,+
1528,Joe Public,Trinidad and Tobago,1293,27,-
1448,Joenkoepings Soedra,Sweden,1299,28,-
1293,Johor Darul Ta'zim FC,Malaysia,1315,733,+
2474,Johvi FC Lokomotiv,Estonia,1223,27,-
630,Joinville EC,Brazil,1404,7,-
2450,Jomo Cosmos,South Africa,1225,26,-
774,Jorge Wilstermann,Bolivia,1379,292,-
1516,Jos�� G��lvez,Peru,1294,32,-
448,JS Kabylie,Algeria,1448,94,+
2693,JS Kairouanaise,Tunisia,1188,7,-
403,JS Saoura,Algeria,1462,97,+
2263,JSK Chabab Kasba Tadla,Morocco,1241,38,-
1075,JSM B��ja?a,Algeria,1339,11,-
1879,JSM Laayoune,Morocco,1265,6,-
2686,JSM Skikda,Algeria,1189,735,-
1231,Juan Aurich,Peru,1322,9,-
1061,J��bilo Iwata,Japan,1340,55,-
255,Junior FC,Colombia,1516,96,-
1820,JUTH FC,Nigeria,1269,11,-
1921,Juticalpa,Honduras,1262,6,-
1475,Juventud de Las Piedras,Uruguay,1298,25,-
2158,Juventud Escuintleca,Guatemala,1247,43,-
1432,Juventud Independiente,El Salvador,1301,2,-
1767,Juventud Retalteca,Guatemala,1273,1,-
19,Juventus,Italy,1800,8,-
2594,Juventus Bucure?ti,Romania,1209,18,-
2632,Juventus Managua,Nicaragua,1203,17,+
2298,Jwaneng Galaxy FC,Botswana,1238,192,-
2345,Jyvaskyla JK,Finland,1234,41,-
2094,Kabasha,Congo DR,1251,3,-
757,Kabuscorp SCP,Angola,1382,166,-
1880,Kabwe Warriors,Zambia,1265,79,+
1979,KAC K��nitra,Morocco,1258,1,-
1335,KACM Marrakech,Morocco,1310,0,-
1542,Kaduna United FC,Nigeria,1292,30,-
2346,Kafue Celtic,Zambia,1234,240,-
252,Kairat Almaty,Kazakhstan,1519,40,-
1500,Kaisar Kyzylorda,Kazakhstan,1296,103,-
568,Kaiserslautern,Germany,1419,6,-
580,Kaizer Chiefs,South Africa,1417,47,+
2556,Kaliakra,Bulgaria,1215,23,-
776,Kalmar FF,Sweden,1378,465,+
2101,Kaloum Star,Guinea,1250,2,-
2392,Kalteng Putra,Indonesia,1230,32,-
2422,Kalulushi Modern Stars,Zambia,1227,32,-
2249,Kalyani Bharat FC,India,1242,40,-
703,Kano Pillars,Nigeria,1392,211,-
1985,Kansanshi Dynamos,Zambia,1258,122,+
2362,Kapfenberger SV,Austria,1233,38,-
2675,Kaposv��ri R��k��czi,Hungary,1193,9,-
2501,Karab��kspor,Turkey,1221,28,-
1741,Karela United FC,Ghana,1276,135,+
1622,Karlovac,Croatia,1287,19,-
2649,Karmiotissa Pano Polemidion,Cyprus,1199,11,-
1327,Karpaty Lviv,Ukraine,1311,2,-
2513,Karvan,Azerbaijan,1219,29,-
219,Kashima Antlers,Japan,1532,30,+
658,Kashiwa Reysol,Japan,1400,30,+
412,Kas?mpa?a,Turkey,1459,282,+
1068,Katsina United,Nigeria,1340,184,+
744,Kavala,Greece,1384,14,-
69,Kawasaki Frontale,Japan,1660,2,-
2571,Kaya F.C.-Iloilo,Peru,1213,465,-
1246,Kayseri Erciyesspor,Turkey,1319,1,-
817,Kayserispor,Turkey,1371,228,+
2256,Kazakhmys,Kazakhstan,1241,39,-
1886,KCCA FC,Togo,1264,2,-
1127,Kecskem��ti TE,Hungary,1333,6,-
2328,Kenkre FC,India,1235,222,-
2246,Kerala Blasters FC,India,1242,39,-
1020,Ke?l? Futbol Klubu,Azerbaijan,1343,251,-
427,KF Shkendija,Macedonia,1454,24,-
2128,KF Tirana,Albania,1249,46,-
2334,Kfarsoum,Jordan,1235,39,-
1064,Khazar Lankaran FK,Azerbaijan,1340,8,-
1098,Khimki,Russia,1336,195,-
1918,Khon Kaen United FC,Thailand,1262,189,+
2404,Khonkaen,Thailand,1229,29,-
2329,Khorfakkan Club,United Arab Emirates,1235,75,+
1383,Khroub,Algeria,1304,1,-
1953,Kiglon,Zimbabwe,1260,4,-
1217,Kilmarnock,Scotland,1324,10,-
1960,King Faisal,Ghana,1259,92,+
613,Kisv��rda Master Good,Hungary,1407,341,+
1487,Kitchee,Hong Kong,1297,844,+
2603,Kitwe United,Zambia,1208,20,-
2720,Kiwi,Samoa,1178,3,-
1467,Kladno,Czech Republic,1298,29,-
2690,Klaipedos Granitas,Lithuania,1189,7,-
136,K?benhavn,Denmark,1587,58,+
1980,Kokand 1912,Uzbekistan,1258,3,-
1589,Koloale,Solomon Islands,1289,20,-
2007,Kongsvinger,Norway,1256,0,-
2506,Konkola Blades,Zambia,1220,130,-
2489,Konkola Mine Police,Zambia,1221,30,-
320,Konyaspor,Turkey,1488,293,+
544,Koper,Slovenia,1425,349,+
1308,Korona Kielce,Poland,1313,6,-
1049,Kortrijk,Belgium,1341,147,-
1184,Ko?ice,Slovakia,1327,7,-
2566,Kozara Gradi?ka,Bosnia and Herzegovina,1214,23,-
1797,KPV,Finland,1271,10,-
256,KRC Genk,Belgium,1516,93,-
1016,Kristiansund BK,Norway,1344,365,-
2170,Krumkachy Minsk,Belarus,1247,41,-
2454,Kruoja Pakruojis,Lithuania,1225,26,-
542,Krylya Sovetov Samara,Russia,1425,217,+
940,Kryvbas,Ukraine,1354,14,-
366,KS Rak��w Cz?stochowa,Poland,1472,224,+
1010,KS Warta Pozna��,Poland,1345,78,+
619,Kuban' Krasnodar,Russia,1406,4,-
2220,Kukesi,Albania,1243,40,-
205,KuPS,Finland,1540,160,+
2153,Kuwait SC,Kuwait,1248,42,-
478,KV Mechelen,Belgium,1439,74,-
1019,KV Oostende,Belgium,1344,338,-
827,Kwara United,Nigeria,1370,101,+
1772,Kyoto Sanga FC,Japan,1273,551,+
1798,Kyzylzhar Petropavlovsk,Kazakhstan,1271,252,+
1540,L.A. Firpo,El Salvador,1292,172,+
340,La Equidad,Colombia,1481,23,+
984,LA Galaxy,United States,1349,113,+
2770,La Horquetta Rangers FC,Trinidad and Tobago,1068,0,-
2719,La Paz,Bolivia,1178,3,-
2166,La U Universitarios,Costa Rica,1247,42,-
2067,Lae City Dwellers,Papua New Guinea,1252,1,-
2248,Lajong SC,India,1242,39,-
1455,Lamia,Greece,1299,556,-
897,Lamontville Golden Arrows,South Africa,1360,53,-
173,Lan��s,Argentina,1563,45,-
1413,Larisa Ael,Greece,1302,1,-
1144,Larne FC,Northern Ireland,1330,171,+
720,Las Palmas,Spain,1389,18,-
353,LASK Linz,Austria,1476,117,-
1661,Lausanne,Cameroon,1283,584,-
1788,Lausanne Sport,Switzerland,1272,8,-
1403,Lautoka,Fiji,1303,3,-
28,Lazio,Italy,1759,24,+
241,LD Alajuelense,Costa Rica,1524,52,-
153,LDU de Quito,Ecuador,1574,21,-
1352,LDU Portoviejo,Ecuador,1308,3,-
621,Le Mans,France,1406,4,-
357,Lecce,Italy,1475,2,-
286,Lech Pozna��,Poland,1502,217,+
560,Lechia Gda��sk,Poland,1421,113,+
128,Leeds United,England,1596,89,-
107,Leganes,Spain,1612,6,-
429,Legia Warszawa,Poland,1453,200,-
1274,Legon Cities FC,Ghana,1317,6,-
46,Leicester City,England,1703,8,+
1256,Leix?es,Portugal,1318,6,-
1935,Lengthens,Zimbabwe,1261,3,-
90,Lens,France,1633,137,+
234,Le��n,Mexico,1526,103,-
958,Le��n de Hu��nuco,Peru,1353,19,-
1565,Leones FC,Colombia,1290,23,-
820,Leones Negros U. de G.,Mexico,1371,15,-
1169,L��opards de Dolisi��,Congo,1328,5,-
1818,Levadiakos,Greece,1269,10,-
108,Levante,Spain,1612,25,+
264,Levski Sofia,Bulgaria,1513,32,+
2395,Liaoning Hongyun,China PR,1230,31,-
114,Libertad,Paraguay,1608,18,-
1472,Liberty Professionals,Ghana,1298,38,+
1594,Lierse,Belgium,1288,20,-
2718,Lietava Jonava,Lithuania,1179,134,-
938,Liga de Loja,Ecuador,1355,13,-
1995,Liga Mu?ulmana,Mozambique,1257,4,-
2045,Likasi,Congo DR,1254,0,-
75,Lille,France,1654,54,-
594,Lillestr?m,Norway,1412,776,+
2477,Lime Hotspurs,Zambia,1223,28,-
2085,Limerick,Ireland,1251,2,-
1656,Lim��n,Costa Rica,1284,14,-
2132,Lincoln Red Imps FC,Gibraltar,1249,26,-
540,Linfield,Northern Ireland,1426,127,+
1691,Lion Bless��,Cameroon,1280,5,-
1859,Lion City Sailors FC,Singapore,1267,248,+
156,Litex Lovech,Bulgaria,1573,12,-
321,Liverpool,Uruguay,1487,46,-
1,Liverpool FC,England,2042,5,+
837,Livingston FC,Scotland,1369,24,+
1071,Livorno,Italy,1339,11,-
1961,Llandudno FC,Wales,1259,1,-
1013,Llanelli,Wales,1345,9,-
2599,Llaneros de Guanare,Venezuela,1208,17,-
2102,LLB Acad��mic,Burundi,1250,2,-
826,Lobi Stars,Nigeria,1370,158,-
767,Lobos B.U.A.P.,Mexico,1381,20,-
1495,Lobos UPNFM,Honduras,1296,222,-
2551,?��dzki KS,Poland,1216,22,-
1539,Lokeren,Belgium,1292,31,-
190,Lokomotiv Astana,Kazakhstan,1549,21,-
1813,Lokomotiv Gorna Oryahovitsa,Bulgaria,1270,10,-
1644,Lokomotiv Mezdra,Bulgaria,1285,15,-
199,Lokomotiv Moskva,Russia,1544,87,-
441,Lokomotiv Plovdiv,Bulgaria,1451,139,-
643,Lokomotiv Tashkent,Uzbekistan,1402,115,-
701,Lokomotiva,Croatia,1392,173,+
2295,Lokomotivi Tbilisi,Georgia,1238,700,-
2749,Longford Town,Ireland,1161,99,-
2569,Lootus,Estonia,1213,23,-
456,Lorient,France,1447,135,-
436,Los Angeles FC,United States,1451,31,-
2373,Lov?en,Montenegro,1232,36,-
1543,LPTA Tozeur,Tunisia,1292,30,-
1408,Lu?ko,Croatia,1303,3,-
556,Lugano,Switzerland,1421,10,+
2397,Lumwana Radiants,Zambia,1230,29,-
2669,Lupe ole Soaga,Samoa,1193,8,-
2366,Lusaka Dynamos,Zambia,1232,154,-
656,Luzern,Switzerland,1400,63,-
2308,Lyn,Norway,1237,45,-
2237,Lyngby,Denmark,1242,37,-
45,Lyon,France,1705,18,-
2266,Lys Sassandra,Ivory Coast,1241,61,+
2631,Lyubimets,Bulgaria,1203,11,-
1114,Ma Pau,Trinidad and Tobago,1334,12,-
2645,Maardu Linnameeskond,Estonia,1199,12,-
625,Macar��,Ecuador,1405,308,-
1945,Macarthur FC,Australia,1260,88,-
2382,Maccabi Ahi Nazareth,Israel,1231,36,-
152,Maccabi Haifa FC,Israel,1574,35,+
622,Maccabi Netanya,Israel,1406,244,+
1414,Maccabi Petah Tikva,Israel,1302,374,-
115,Maccabi Tel Aviv,Israel,1608,25,-
2515,Machine Sazi FC,Iran,1219,150,-
2743,Ma?va ?abac,Serbia,1166,1,-
2510,Madang,Papua New Guinea,1220,29,-
1332,Madura United,Indonesia,1311,92,-
748,Maghreb F��s,Morocco,1383,345,+
609,Mahindra United,India,1408,10,-
84,Mainz,Germany,1647,1,+
1696,Makedonija Gjor?e Petrov,Macedonia,1280,223,+
458,M��laga,Spain,1446,7,-
2326,Malampa Revivors FC,Vanuatu,1236,40,-
1200,Malavan,Iran,1325,7,-
2340,Malekesa,Congo DR,1234,39,-
224,Mallorca,Spain,1530,31,-
188,Malm? FF,Sweden,1552,68,-
122,Mamelodi Sundowns FC,South Africa,1604,23,+
1588,Managua FC,Nicaragua,1289,153,+
2,Manchester City,England,2013,0,+
41,Manchester United,England,1717,28,-
1803,Manica Diamonds,Zimbabwe,1270,304,+
1261,Maniema Union,Congo DR,1318,297,+
1267,Manisaspor,Turkey,1318,3,-
2293,Mansheyat Bani Hasan,Jordan,1238,44,-
1057,Manta,Ecuador,1340,208,-
2413,Manu Ura,Tahiti,1228,32,-
867,Marath��n,Honduras,1364,161,-
2095,Marek Dupnitsa,Bulgaria,1251,3,-
206,Maribor,Slovenia,1540,3,-
2221,Marist,Solomon Islands,1243,40,-
1434,Maritzburg United,South Africa,1301,238,-
51,Marseille,France,1694,58,+
1459,Marumo Gallants FC,South Africa,1299,215,+
2193,Mash'al Muborak,Uzbekistan,1245,201,-
979,Masvingo United,Zimbabwe,1350,0,-
2378,Matiti Mabe,Congo DR,1231,37,-
1698,Matsumoto Yamaga,Japan,1280,4,-
1348,Mattersburg,Austria,1308,1,-
2285,Maverly Hughenden FC,Jamaica,1240,39,-
2651,Mayag��ez,Puerto Rico,1198,11,-
566,Mazatl��n FC,Mexico,1419,187,+
2223,Mbabane Swallows,Sudan,1243,40,-
642,MC Alger,Algeria,1402,7,+
983,MC El Eulma,Algeria,1349,1,-
690,MC Oran,Algeria,1394,60,-
1017,MCO Oujda,Morocco,1344,161,-
879,Medeama SC,Ghana,1363,0,+
1888,Medimurje,Croatia,1264,2,-
1451,Meizhou Hakka F.C.,China PR,1299,10,-
611,Melbourne City FC,Australia,1407,179,+
1203,Melbourne Victory,Australia,1325,277,+
937,Melipilla,Chile,1355,69,-
2731,Merani Martvili,Georgia,1172,6,-
2364,Merikh Kosti,Sudan,1233,38,-
1425,Merreikh El-Fasher,Sudan,1301,1,-
2062,Merreikh Nyala,Sudan,1253,0,-
1796,Mersin ?dmanyurdu,Turkey,1271,11,-
992,Mes Kerman,Iran,1348,5,-
868,Mes Rafsanjan,Iran,1364,454,+
2300,Meshki Pooshan Football Club,Iran,1238,45,-
1191,Metalist 1925 Kharkiv,Ukraine,1326,230,-
501,Metalist Kharkiv,Ukraine,1434,8,-
2143,Metalleghe BSI,Bosnia and Herzegovina,1248,41,-
1789,Metallurg Bekobod,Uzbekistan,1272,364,-
509,Metalurh Donetsk,Ukraine,1432,7,-
2765,Metalurh Zaporizhya,Ukraine,1130,1,-
1250,Metropolitanos FC,Venezuela,1319,624,+
558,Metz,France,1421,227,-
1024,Mez?k?vesd-Zs��ry,Hungary,1343,136,-
1776,MFK Karvin��,Czech Republic,1272,657,-
1520,MFK Tatran Liptovsky Mikul��?,Slovakia,1293,79,-
1306,MFM FC,Nigeria,1314,324,-
2110,Mgaear Al Sarhan,Jordan,1250,3,-
1640,Mictl��n,Guatemala,1285,16,-
468,Middlesbrough,England,1443,3,-
1721,Mied? Legnica,Poland,1277,2,-
2091,Mighty Jets,Ghana,1251,1,-
158,Millonarios,Colombia,1572,37,+
1229,Mineros de Guayana,Venezuela,1323,312,-
842,Minnesota United,United States,1368,65,+
1412,Minyor Pernik,Bulgaria,1302,1,-
2118,Miramar Misiones,Uruguay,1250,47,-
1574,Misr El Makasa,Egypt,1289,787,-
2161,Mitra Kukar,Indonesia,1247,43,-
729,Mj?llby AIF,Sweden,1388,202,+
2216,Mj?ndalen IF,Norway,1244,292,-
475,Mlad�� Boleslav,Czech Republic,1441,55,+
2030,Mladi Radnik,Serbia,1255,1,-
2706,Mladost CD,Macedonia,1183,9,-
2458,Mladost Velika,Bosnia and Herzegovina,1224,26,-
1502,MO B��jaia,Algeria,1296,20,-
1102,Moghreb T��touan,Morocco,1336,262,-
2041,Mogren,Montenegro,1254,1,-
1709,Mohammedan SC,India,1279,338,+
579,Mohun Bagan,India,1417,3,-
2575,MOIK,Azerbaijan,1212,22,-
315,MOL Feh��rv��r FC,Hungary,1490,99,-
142,Molde FK,Norway,1581,13,-
1711,Molinos El Pirata FC,Peru,1278,4,-
2157,Molunge,Congo DR,1247,43,-
2630,Molynes United FC,Jamaica,1203,288,-
35,Monaco,France,1742,6,+
1219,Monagas SC,Venezuela,1323,443,+
1296,Monaghan United,Ireland,1315,8,-
318,Monarcas Morelia,Mexico,1488,6,-
952,Monomatapa United,Zimbabwe,1353,18,-
1340,Mons,Belgium,1310,1,-
2245,Mont Bleu,Denmark,1242,39,-
2552,Mont-Dore,New Caledonia,1215,23,-
2479,Montana,Bulgaria,1223,29,-
2365,Montedio Yamagata,Japan,1232,38,-
2509,Montego Bay United,Jamaica,1220,453,-
145,Monterrey,Mexico,1580,16,+
514,Montevideo Wanderers,Uruguay,1432,246,+
363,Montpellier,France,1473,220,-
2260,Moossou FC,Ivory Coast,1241,38,-
1072,Mordovia Saransk,Russia,1339,11,-
680,Moreirense,Portugal,1395,332,-
2648,Mornar,Montenegro,1199,99,+
2410,Morobe Wawens,Papua New Guinea,1229,32,-
1338,Moroka Swallows,South Africa,1310,382,-
583,Moskva,Russia,1416,5,-
344,Motagua,Honduras,1478,91,-
532,Motema Pembe,Congo DR,1428,45,-
1059,Motherwell,Scotland,1340,25,-
682,Motor Action,Zimbabwe,1394,7,-
1319,Mount Pleasant FC,Jamaica,1312,154,+
887,Mouscron-P��ruwelz,Belgium,1361,10,-
394,MP Antalyaspor,Turkey,1464,390,+
2207,MSP Batna,Algeria,1244,39,-
1242,MTK Budapest,Hungary,1320,214,-
2618,Muaither SC,Qatar,1206,13,-
460,Muangthong United,Thailand,1445,8,-
1897,Mufulira Wanderers,Zambia,1264,4,-
1791,Mu?an,Azerbaijan,1271,9,-
2230,Mumbai City FC,India,1243,95,+
2028,Mumbai FC,India,1255,1,-
1905,Municipal Lime?o,El Salvador,1263,428,-
535,Mura 05,Slovenia,1427,8,+
700,Mushuc Runa SC,Ecuador,1392,116,+
2239,Muungano,Congo DR,1242,37,-
1143,MyPa,Finland,1330,0,-
1498,MZKS Arka Gdynia,Poland,1296,19,-
2049,NA Hussein Dey,Algeria,1254,484,-
1470,NAC Breda,Netherlands,1298,29,-
171,Nacional,Uruguay,1564,11,+
1845,Nacional,Portugal,1268,10,-
636,Nacional Asunci��n,Paraguay,1403,283,-
2402,Nacional de Benguela,Angola,1230,29,-
792,Nacional Potos��,Bolivia,1376,187,-
2600,Nadi,Fiji,1208,17,-
1784,Naft Masjed Soleyman FC,Iran,1272,466,-
941,Naft Tehran,Iran,1354,14,-
2018,Nafta,Slovenia,1255,1,-
2545,Naftan Novopolotsk,Belarus,1216,23,-
417,Nagoya Grampus Eight,Japan,1457,43,+
1964,Najran SC,Saudi Arabia,1259,2,-
